,coal_MWh,hydro_MWh,natural_gas_MWh,nuclear_MWh,oil_MWh,other_MWh,solar_MWh,wind_MWh,weighedTemp_ng,capUnc_ng
2019-02-17 17:00:00-08:00,1577,3807,9660,1129,46,533,762,1963,10.618668365365826,0.0373946550725459
2019-02-17 16:00:00-08:00,1424,3386,6468,1129,46,526,4525,2624,11.244193748144163,0.0373946550725459
2019-02-17 15:00:00-08:00,1279,2504,6161,1129,46,507,6896,2914,11.558114330582246,0.03890613506479673
2019-02-17 14:00:00-08:00,1291,2544,5649,1129,46,508,6393,2845,11.528777444185296,0.0373946550725459
2019-02-17 13:00:00-08:00,1198,2520,5459,1128,46,514,7074,2833,11.72217652597411,0.0373946550725459
2019-02-17 12:00:00-08:00,1176,2701,5648,1129,46,508,7419,1846,11.711501090026825,0.0373946550725459
2019-02-17 11:00:00-08:00,1043,2804,5424,1129,46,509,7741,1668,10.989440419057576,0.0373946550725459
2019-02-17 10:00:00-08:00,1147,3076,5669,1130,51,577,8075,1729,10.296044469463887,0.0582798053129731
2019-02-17 09:00:00-08:00,1540,3249,5440,1130,46,517,7148,1818,8.977465594276035,0.045331940501385296
2019-02-17 08:00:00-08:00,1635,3674,6536,1130,46,554,4370,2215,7.180162758964195,0.0582798053129731
2019-02-17 07:00:00-08:00,1611,3858,8552,1130,46,538,905,2464,5.900994401755742,0.0582798053129731
2019-02-17 06:00:00-08:00,1566,3693,9063,1130,46,543,3,2490,5.902568888496879,0.0582798053129731
2019-02-17 05:00:00-08:00,1529,3508,8126,1130,46,534,3,2900,6.155189289059262,0.045331940501385296
2019-02-17 04:00:00-08:00,1531,2723,8807,1130,74,518,3,2758,6.342775618842061,0.0582798053129731
2019-02-17 03:00:00-08:00,1528,2684,9018,1129,66,514,3,2483,6.835244423806287,0.0582798053129731
2019-02-17 02:00:00-08:00,1527,2708,8872,1130,50,507,3,2388,7.06777855026746,0.0582798053129731
2019-02-17 01:00:00-08:00,1555,2882,8622,1129,46,581,4,3085,7.609281878602669,0.0582798053129731
2019-02-17 00:00:00-08:00,1551,2833,8409,1129,46,588,4,4142,8.14755031254279,0.05979128530522393
2019-02-16 23:00:00-08:00,1547,3069,8452,1128,46,559,3,4192,8.368090241207021,0.0582798053129731
2019-02-16 22:00:00-08:00,1557,3518,8552,1130,48,580,4,4510,8.69731839430525,0.0582798053129731
2019-02-16 21:00:00-08:00,1554,3755,9320,1129,46,579,3,4145,9.170908771075558,0.05979128530522393
2019-02-16 20:00:00-08:00,1555,4129,10119,1129,52,572,3,3100,9.651995858031139,0.024446790260958102
2019-02-16 19:00:00-08:00,1542,4323,10573,1128,51,595,3,2947,10.141095543251522,0.024446790260958102
2019-02-16 18:00:00-08:00,1553,4252,9629,1128,46,584,528,3265,11.096441813350964,0.024446790260958102
2019-02-16 17:00:00-08:00,1235,3970,7352,1129,46,547,864,3575,12.441803784868041,0.024446790260958102
2019-02-16 16:00:00-08:00,698,3618,4768,1128,46,521,5495,3734,13.067134714118575,0.0373946550725459
2019-02-16 15:00:00-08:00,702,2820,4378,1128,46,558,7373,3929,13.512643497684854,0.024446790260958102
2019-02-16 14:00:00-08:00,735,2846,4397,1128,46,555,7393,4082,13.402928193128469,0.024869428112355214
2019-02-16 13:00:00-08:00,709,2584,4547,1127,46,535,7188,4519,13.347936087992,0.037817292923943015
2019-02-16 12:00:00-08:00,801,2808,4263,1127,46,533,7217,4420,13.011920381664272,0.037817292923943015
2019-02-16 11:00:00-08:00,946,2978,3999,1128,46,510,7357,3853,12.32179985476852,0.037817292923943015
2019-02-16 10:00:00-08:00,1078,3174,4041,1128,46,513,8769,3184,11.446130850518214,0.037817292923943015
2019-02-16 09:00:00-08:00,1455,3161,4060,1129,46,575,7753,3284,9.989816171604312,0.05870244316437022
2019-02-16 08:00:00-08:00,1624,3395,5507,1129,45,511,5087,3217,8.17022018311354,0.037817292923943015
2019-02-16 07:00:00-08:00,1591,3435,7359,1128,46,531,805,3360,6.762955054411027,0.037817292923943015
2019-02-16 06:00:00-08:00,1555,3418,7396,1129,46,522,2,3592,6.804613643736779,0.05870244316437022
2019-02-16 05:00:00-08:00,1555,3128,6959,1129,46,544,2,3755,7.139774764252745,0.037817292923943015
2019-02-16 04:00:00-08:00,1552,2825,7319,1128,46,514,2,3669,7.463047525225083,0.037817292923943015
2019-02-16 03:00:00-08:00,1552,2729,7927,1129,46,513,2,3525,7.780521273774242,0.026380908104606044
2019-02-16 02:00:00-08:00,1547,2763,8279,1129,46,507,3,3704,8.226690448744966,0.037817292923943015
2019-02-16 01:00:00-08:00,1483,3013,9094,1128,46,566,3,3148,8.649132978210202,0.037817292923943015
2019-02-16 00:00:00-08:00,1293,3189,10386,1129,46,586,3,2414,8.95066176806634,0.037817292923943015
2019-02-15 23:00:00-08:00,1242,3219,11913,1128,45,530,2,3305,9.078817123215602,0.024869428112355214
2019-02-15 22:00:00-08:00,1232,3932,12913,1124,46,531,2,2280,9.216801696083746,0.03932877291619384
2019-02-15 21:00:00-08:00,1279,3913,13304,1124,46,562,2,2009,9.46297419856089,0.037817292923943015
2019-02-15 20:00:00-08:00,1298,4388,13586,1124,47,567,2,2502,9.970555586587924,0.037817292923943015
2019-02-15 19:00:00-08:00,1306,4897,13757,1123,47,567,2,2777,10.274689148770866,0.037817292923943015
2019-02-15 18:00:00-08:00,1338,4662,13962,1124,46,760,185,2812,11.019571821030128,0.037817292923943015
2019-02-15 17:00:00-08:00,1355,4319,13388,1122,47,743,339,2301,11.633877299710045,0.037817292923943015
2019-02-15 16:00:00-08:00,1050,4051,10955,1123,46,694,2492,2494,12.363273100574325,0.0373946550725459
2019-02-15 15:00:00-08:00,904,3438,10027,1123,47,693,3807,2644,12.861394777515248,0.0373946550725459
2019-02-15 14:00:00-08:00,903,3086,9027,1124,46,647,5692,2777,13.077832737350489,0.0373946550725459
2019-02-15 13:00:00-08:00,972,3183,8598,1122,47,677,5750,2999,13.17653011088073,0.0373946550725459
2019-02-15 12:00:00-08:00,997,3333,8179,1123,46,716,6453,3430,12.911568318922308,0.0373946550725459
2019-02-15 11:00:00-08:00,1105,3325,8746,1123,46,754,5417,2949,12.574105507516398,0.024446790260958102
2019-02-15 10:00:00-08:00,1293,3739,9287,1124,46,724,5505,2691,12.116906445093873,0.024446790260958102
2019-02-15 09:00:00-08:00,1388,3570,10568,1123,46,705,3700,2108,11.082412122092569,0.0582798053129731
2019-02-15 08:00:00-08:00,1327,3924,11428,1123,45,723,2216,2109,9.309980465811279,0.0582798053129731
2019-02-15 07:00:00-08:00,1320,3995,11545,1124,46,703,357,2129,8.141327339043992,0.0582798053129731
2019-02-15 06:00:00-08:00,1238,3976,10382,1125,46,718,3,2539,8.173728254917114,0.045331940501385296
2019-02-15 05:00:00-08:00,1029,3308,9384,1123,46,700,3,3161,8.351078064117797,0.0582798053129731
2019-02-15 04:00:00-08:00,976,3037,8878,1123,46,669,3,3575,8.41061588469381,0.0582798053129731
2019-02-15 03:00:00-08:00,1022,3023,8521,1126,46,691,3,3347,8.67415679636167,0.0373946550725459
2019-02-15 02:00:00-08:00,1063,3098,8619,1127,45,674,3,3042,9.11506622642611,0.0373946550725459
2019-02-15 01:00:00-08:00,1207,3079,8618,1124,46,694,3,4021,9.744620140244196,0.0373946550725459
2019-02-15 00:00:00-08:00,1294,3065,9668,1126,46,667,3,3211,9.990336778951695,0.0373946550725459
2019-02-14 23:00:00-08:00,1295,3225,11255,1125,46,712,3,2668,10.504525831986133,0.0373946550725459
2019-02-14 22:00:00-08:00,1294,3634,11911,1124,46,721,2,2702,10.740739187923669,0.0373946550725459
2019-02-14 21:00:00-08:00,1294,4025,12774,1126,46,764,3,2385,11.199717811215983,0.0373946550725459
2019-02-14 20:00:00-08:00,1317,4558,13416,1127,46,717,2,2891,11.597813728500839,0.0373946550725459
2019-02-14 19:00:00-08:00,1324,4935,12917,1126,47,732,1,3239,12.172772551119595,0.0373946550725459
2019-02-14 18:00:00-08:00,1324,4572,12607,1127,47,758,358,3596,12.434253617137912,0.0373946550725459
2019-02-14 17:00:00-08:00,1333,3925,11659,1125,46,722,486,3625,13.291323792531985,0.0373946550725459
2019-02-14 16:00:00-08:00,1399,3583,10506,1124,47,692,1994,4003,13.841479594037972,0.0373946550725459
2019-02-14 15:00:00-08:00,1310,3629,10178,1126,46,691,3235,3857,14.343067429389361,0.0373946550725459
2019-02-14 14:00:00-08:00,1317,3477,10094,1124,47,668,3746,3661,14.475691064081477,0.0582798053129731
2019-02-14 13:00:00-08:00,1321,3509,10774,1124,46,706,3408,3290,14.514992962756345,0.045331940501385296
2019-02-14 12:00:00-08:00,1317,3646,10878,1126,46,706,2950,3834,14.538601968381029,0.045331940501385296
2019-02-14 11:00:00-08:00,1304,3972,10899,1129,46,764,3004,3893,14.688678783224985,0.0582798053129731
2019-02-14 10:00:00-08:00,1308,4307,12486,1130,46,714,1906,2677,14.558314285860519,0.045331940501385296
2019-02-14 09:00:00-08:00,1332,4160,13119,1130,46,720,949,2230,14.44292081059616,0.046426401526968565
2019-02-14 08:00:00-08:00,1355,3983,13069,1129,46,733,366,2728,14.141444716308547,0.038489116098129175
2019-02-14 07:00:00-08:00,1352,4101,12651,1129,46,776,41,2209,14.252335973209954,0.038489116098129175
2019-02-14 06:00:00-08:00,1320,3774,11158,1130,46,729,2,1835,14.555449579372885,0.038489116098129175
2019-02-14 05:00:00-08:00,1249,3387,9679,1126,46,681,2,1802,14.441799714923816,0.038489116098129175
2019-02-14 04:00:00-08:00,1218,3213,8555,1123,46,697,2,1947,14.358386365409118,0.060400323550040685
2019-02-14 03:00:00-08:00,1248,3083,8174,1125,46,691,2,2170,14.313809755336573,0.060400323550040685
2019-02-14 02:00:00-08:00,1300,3004,8335,1124,46,681,2,2391,14.223519955279373,0.060400323550040685
2019-02-14 01:00:00-08:00,1311,3164,9109,1123,46,686,2,2096,13.930819843477808,0.060400323550040685
2019-02-14 00:00:00-08:00,1287,3350,10524,1126,46,718,3,2102,13.222888467118423,0.038489116098129175
2019-02-13 23:00:00-08:00,1290,3540,11958,1126,45,725,3,2157,13.170751183371065,0.038489116098129175
2019-02-13 22:00:00-08:00,1291,3665,13114,1125,46,738,3,2428,12.961888083459739,0.038489116098129175
2019-02-13 21:00:00-08:00,1289,4057,14759,1125,46,739,2,2430,12.71786190320114,0.038489116098129175
2019-02-13 20:00:00-08:00,1290,4752,15215,1125,46,750,2,2234,12.57811354264328,0.038489116098129175
2019-02-13 19:00:00-08:00,1290,5229,15234,1126,46,749,2,2212,12.800396032308637,0.038489116098129175
2019-02-13 18:00:00-08:00,1290,4954,16619,1126,46,744,81,1902,13.114387149720898,0.038489116098129175
2019-02-13 17:00:00-08:00,1290,4291,14902,1126,46,743,155,1967,13.171516290249226,0.038489116098129175
2019-02-13 16:00:00-08:00,1287,3578,14011,1125,46,728,946,2105,13.154430724200225,0.038489116098129175
2019-02-13 15:00:00-08:00,1285,3279,13609,1126,47,733,1829,2648,13.290714677884774,0.025541251286541375
2019-02-13 14:00:00-08:00,1287,3016,13547,1126,47,751,2637,2794,13.210638778999897,0.038489116098129175
2019-02-13 13:00:00-08:00,1286,2999,13572,1126,46,747,3082,2635,13.191084458266321,0.038489116098129175
2019-02-13 12:00:00-08:00,1284,2925,13041,1126,46,764,3686,3151,13.26129628283264,0.025541251286541375
2019-02-13 11:00:00-08:00,1286,2861,13587,1126,46,777,2954,3899,13.406696792761718,0.025541251286541375
2019-02-13 10:00:00-08:00,1286,2901,13510,1127,46,766,2793,3723,12.928954369620865,0.025541251286541375
2019-02-13 09:00:00-08:00,1287,2989,14793,1126,46,728,1850,2878,12.228813808663574,0.038489116098129175
2019-02-13 08:00:00-08:00,1286,3584,14558,1128,46,728,754,2939,10.95765249162176,0.038489116098129175
2019-02-13 07:00:00-08:00,1286,4326,13976,1127,46,759,75,2136,10.410411505695171,0.038489116098129175
2019-02-13 06:00:00-08:00,1294,3913,12436,1127,46,745,2,2689,10.050457306601752,0.025541251286541375
2019-02-13 05:00:00-08:00,1238,3044,11392,1127,46,720,2,2681,10.219543039643884,0.038489116098129175
2019-02-13 04:00:00-08:00,1270,2652,10470,1127,46,722,2,2971,10.699404007835785,0.038489116098129175
2019-02-13 03:00:00-08:00,1380,2586,10867,1127,46,718,2,2396,10.673555632351432,0.024446790260958102
2019-02-13 02:00:00-08:00,1401,2704,10934,1128,46,724,2,2114,10.31436160466161,0.0373946550725459
2019-02-13 01:00:00-08:00,1454,2599,11769,1127,46,759,1,1987,9.973795069880998,0.0373946550725459
2019-02-13 00:00:00-08:00,1460,2862,12384,1128,45,733,2,1371,9.872716742761284,0.0373946550725459
2019-02-12 23:00:00-08:00,1488,3147,12501,1127,46,726,2,1036,10.086011745388006,0.0373946550725459
2019-02-12 22:00:00-08:00,1496,3759,13751,1127,46,799,2,725,9.890178490306502,0.0373946550725459
2019-02-12 21:00:00-08:00,1480,4576,15070,1127,46,731,2,942,10.151005870156107,0.0373946550725459
2019-02-12 20:00:00-08:00,1474,5482,15495,1127,46,736,2,904,10.530782712859779,0.0373946550725459
2019-02-12 19:00:00-08:00,1414,5375,15741,1123,47,768,135,683,11.109030041088557,0.0373946550725459
2019-02-12 18:00:00-08:00,1409,4887,16057,1124,46,722,139,802,11.971772568884877,0.0373946550725459
2019-02-12 17:00:00-08:00,1382,4351,13938,1125,46,738,388,753,13.028697322772299,0.0373946550725459
2019-02-12 16:00:00-08:00,1309,3611,12784,1125,46,719,1859,898,13.745444347722366,0.0373946550725459
2019-02-12 15:00:00-08:00,1333,3059,11500,1125,46,690,3430,878,14.379476761744755,0.0373946550725459
2019-02-12 14:00:00-08:00,1435,2669,10205,1125,48,682,5743,716,14.66934600928363,0.0373946550725459
2019-02-12 13:00:00-08:00,1371,2425,9468,1125,47,728,6951,591,14.803674189839784,0.0373946550725459
2019-02-12 12:00:00-08:00,1447,2501,9133,1125,47,727,7706,595,14.050349163889784,0.0373946550725459
2019-02-12 11:00:00-08:00,1428,2472,9460,1124,46,711,8012,715,12.860861184639633,0.0373946550725459
2019-02-12 10:00:00-08:00,1453,2635,10091,1125,45,714,7752,649,10.971834962324111,0.024446790260958102
2019-02-12 09:00:00-08:00,1534,2829,10728,1124,46,684,7123,530,8.528451933496944,0.0373946550725459
2019-02-12 08:00:00-08:00,1508,3501,11810,1125,46,758,4664,533,5.6411394650620394,0.0373946550725459
2019-02-12 07:00:00-08:00,1506,4866,14740,1126,46,718,788,679,3.684888112940297,0.0582798053129731
2019-02-12 06:00:00-08:00,1447,4417,14136,1126,46,748,4,632,3.463751809441783,0.0582798053129731
2019-02-12 05:00:00-08:00,1411,3748,12544,1124,46,728,4,617,3.2683922558485827,0.0582798053129731
2019-02-12 04:00:00-08:00,1418,2610,12480,1125,46,694,4,566,3.407051297350302,0.0582798053129731
2019-02-12 03:00:00-08:00,1468,2233,12604,1125,46,698,4,421,3.5684167993080473,0.045331940501385296
2019-02-12 02:00:00-08:00,1466,2189,12798,1125,46,696,4,272,3.735520756048335,0.0582798053129731
2019-02-12 01:00:00-08:00,1518,2325,12778,1125,46,695,4,246,4.312792429139924,0.0582798053129731
2019-02-12 00:00:00-08:00,1571,2575,12850,1124,46,749,4,339,5.091156538116313,0.0582798053129731
2019-02-11 23:00:00-08:00,1615,3331,12815,1125,46,700,4,389,5.419482901747959,0.0582798053129731
2019-02-11 22:00:00-08:00,1633,4132,13156,1125,46,792,4,677,5.9935938819483185,0.045331940501385296
2019-02-11 21:00:00-08:00,1637,4933,14083,1123,46,793,4,650,6.84953431360005,0.045331940501385296
2019-02-11 20:00:00-08:00,1635,5647,15032,1124,47,792,155,597,7.619085004785327,0.045331940501385296
2019-02-11 19:00:00-08:00,1636,5760,16131,1113,47,771,155,600,8.779670428676207,0.0373946550725459
2019-02-11 18:00:00-08:00,1641,5501,15693,1113,46,727,163,602,10.06943620140887,0.024446790260958102
2019-02-11 17:00:00-08:00,1507,4398,12907,1113,46,720,1187,635,11.959502112303952,0.024446790260958102
2019-02-11 16:00:00-08:00,1208,2550,9598,1112,46,672,6805,625,12.862963096437554,0.0373946550725459
2019-02-11 15:00:00-08:00,1177,2288,8066,1113,46,680,9431,655,13.015090164201272,0.024446790260958102
2019-02-11 14:00:00-08:00,1202,1913,7844,1113,46,678,9912,609,13.022968273747738,0.0373946550725459
2019-02-11 13:00:00-08:00,1333,1888,7318,1112,46,737,10051,618,12.622421915249465,0.0373946550725459
2019-02-11 12:00:00-08:00,1336,1877,7391,1113,46,742,10083,545,12.157193948638037,0.0373946550725459
2019-02-11 11:00:00-08:00,1496,2041,7333,1114,46,721,9960,588,11.11041196813639,0.024446790260958102
2019-02-11 10:00:00-08:00,1619,2576,7237,1113,83,689,10224,614,9.572979963789075,0.024446790260958102
2019-02-11 09:00:00-08:00,1636,2460,8352,1112,90,717,9277,655,7.354911389321036,0.0373946550725459
2019-02-11 08:00:00-08:00,1611,3356,10870,1113,89,751,5932,1033,4.373037431445052,0.0373946550725459
2019-02-11 07:00:00-08:00,1624,4441,13552,1112,90,768,733,1747,2.131493119693353,0.05979128530522393
2019-02-11 06:00:00-08:00,1612,4792,12989,1103,90,742,5,1892,2.1799925789066936,0.045331940501385296
2019-02-11 05:00:00-08:00,1611,3640,10875,1109,90,753,5,1759,2.6302771138600436,0.045331940501385296
2019-02-11 04:00:00-08:00,1606,2155,11053,1109,90,687,5,1666,3.4620995231893907,0.0582798053129731
2019-02-11 03:00:00-08:00,1605,1928,9892,1109,90,674,5,2426,4.068849117199944,0.0582798053129731
2019-02-11 02:00:00-08:00,1574,1973,9740,1108,91,669,5,2684,4.176222067147801,0.0582798053129731
2019-02-11 01:00:00-08:00,1491,1942,10089,1108,90,643,5,2936,4.40882488754222,0.0582798053129731
2019-02-11 00:00:00-08:00,1460,2495,10421,1107,90,717,5,3055,5.245655861034871,0.0582798053129731
2019-02-10 23:00:00-08:00,1448,3469,9960,1104,90,721,5,3033,5.700287227805478,0.0582798053129731
2019-02-10 22:00:00-08:00,1494,3681,11418,1105,90,677,5,2912,6.45775224526432,0.0582798053129731
2019-02-10 21:00:00-08:00,1521,4301,12686,1104,90,648,5,2727,7.017750818464347,0.0582798053129731
2019-02-10 20:00:00-08:00,1417,5291,12912,1101,90,648,5,2905,7.7456453999345225,0.0373946550725459
2019-02-10 19:00:00-08:00,1398,5486,13052,1102,90,639,5,3247,8.445623802429783,0.0373946550725459
2019-02-10 18:00:00-08:00,1392,5510,13022,1103,90,630,365,3279,9.685855994639963,0.0373946550725459
2019-02-10 17:00:00-08:00,1377,4559,10349,1102,90,688,590,3627,11.026192118238937,0.024446790260958102
2019-02-10 16:00:00-08:00,1347,2871,8135,1101,91,676,3712,4401,11.580901511825335,0.0373946550725459
2019-02-10 15:00:00-08:00,1337,2222,6837,1105,91,685,5707,4071,11.922096962898484,0.0373946550725459
2019-02-10 14:00:00-08:00,1333,2045,6074,1102,90,687,6447,3835,11.898824826725074,0.0373946550725459
2019-02-10 13:00:00-08:00,1237,1904,5690,1102,90,701,7448,2901,11.580994022442761,0.024446790260958102
2019-02-10 12:00:00-08:00,1180,1851,5346,1100,90,702,7979,3401,11.515359734231412,0.0373946550725459
2019-02-10 11:00:00-08:00,1117,2054,5555,1101,90,746,7650,3025,11.069736693170773,0.0373946550725459
2019-02-10 10:00:00-08:00,951,2178,6251,1101,90,720,6958,2327,10.180263585997913,0.0373946550725459
2019-02-10 09:00:00-08:00,1108,2555,6908,1103,90,696,6030,2306,8.563552076368492,0.024446790260958102
2019-02-10 08:00:00-08:00,1339,2874,8897,1101,91,696,4146,1809,6.764534740005126,0.0373946550725459
2019-02-10 07:00:00-08:00,1346,3489,10228,1101,90,731,579,1813,6.05035405392785,0.0582798053129731
2019-02-10 06:00:00-08:00,1309,3283,10726,1101,90,735,5,1496,6.390970950352549,0.0582798053129731
2019-02-10 05:00:00-08:00,1323,2537,10289,1102,90,790,5,1807,6.410087748030851,0.045331940501385296
2019-02-10 04:00:00-08:00,1331,1975,10268,1087,90,729,5,1793,6.702082012462449,0.0582798053129731
2019-02-10 03:00:00-08:00,1301,1961,10092,1088,90,736,5,1875,6.890199051567145,0.0582798053129731
2019-02-10 02:00:00-08:00,1323,2116,10040,1127,90,735,5,1804,7.316535158945517,0.0582798053129731
2019-02-10 01:00:00-08:00,1324,2579,10144,1128,91,719,5,1824,7.4584866840649795,0.0582798053129731
2019-02-10 00:00:00-08:00,1263,2944,10152,1127,85,770,5,1925,8.277299249243795,0.0582798053129731
2019-02-09 23:00:00-08:00,1309,3159,10428,1200,61,729,5,2009,8.566028364132036,0.05979128530522393
2019-02-09 22:00:00-08:00,1322,3610,10836,1241,57,714,5,2139,9.045120105982585,0.0373946550725459
2019-02-09 21:00:00-08:00,1311,4343,10754,1300,54,726,5,2036,9.255114877914458,0.0373946550725459
2019-02-09 20:00:00-08:00,1318,4851,10925,1365,90,725,5,2119,9.66301337218008,0.0373946550725459
2019-02-09 19:00:00-08:00,1296,5317,11016,1468,90,728,5,2093,10.357680869585078,0.0373946550725459
2019-02-09 18:00:00-08:00,1324,5419,10422,1589,90,751,377,2212,11.029352683953132,0.0373946550725459
2019-02-09 17:00:00-08:00,1089,4527,8379,1778,90,740,614,2483,12.399098386658785,0.0373946550725459
2019-02-09 16:00:00-08:00,877,3321,6611,1977,91,755,4113,2642,13.10343202369381,0.0373946550725459
2019-02-09 15:00:00-08:00,870,2423,5794,2168,91,689,6690,3120,13.384833729668273,0.0373946550725459
2019-02-09 14:00:00-08:00,827,1925,5444,2184,90,697,7181,3451,13.289081560400685,0.0373946550725459
2019-02-09 13:00:00-08:00,955,1704,5406,2185,90,745,7377,2821,12.8684920322719,0.0373946550725459
2019-02-09 12:00:00-08:00,1185,1677,5652,2185,90,703,7405,2693,12.205055465742195,0.0373946550725459
2019-02-09 11:00:00-08:00,1332,1734,5895,2186,90,706,7083,2241,11.277017514028227,0.0373946550725459
2019-02-09 10:00:00-08:00,1307,2026,7067,2187,91,738,6483,1982,10.0671386986171,0.0373946550725459
2019-02-09 09:00:00-08:00,1391,2653,6981,2186,91,781,4801,2150,8.623665002652103,0.0373946550725459
2019-02-09 08:00:00-08:00,1514,3102,8913,2187,90,767,2783,1689,7.42154370131996,0.0373946550725459
2019-02-09 07:00:00-08:00,1514,3537,10369,2187,90,804,134,1428,6.907314422615709,0.0373946550725459
2019-02-09 06:00:00-08:00,1512,2953,10266,2190,88,741,5,1396,6.826635002169903,0.0373946550725459
2019-02-09 05:00:00-08:00,1508,2803,9038,2188,90,734,5,1060,6.7226813363484075,0.024446790260958102
2019-02-09 04:00:00-08:00,1501,2463,9066,2188,89,717,5,966,6.878930024766669,0.024446790260958102
2019-02-09 03:00:00-08:00,1565,2208,9126,2188,90,742,5,691,6.97309821274294,0.024446790260958102
2019-02-09 02:00:00-08:00,1576,2282,9415,2188,90,722,5,701,7.087257897986395,0.0582798053129731
2019-02-09 01:00:00-08:00,1560,2473,10398,2186,91,748,5,821,7.380078007045799,0.0582798053129731
2019-02-09 00:00:00-08:00,1492,2860,10333,2188,90,709,5,669,7.596895101665983,0.0582798053129731
2019-02-08 23:00:00-08:00,1498,3224,11413,2187,89,755,5,755,8.015721688529037,0.045331940501385296
2019-02-08 22:00:00-08:00,1479,3888,12174,2188,90,752,5,852,8.187503281639938,0.0582798053129731
2019-02-08 21:00:00-08:00,1476,4037,12915,2191,91,752,5,911,8.712807241917828,0.0582798053129731
2019-02-08 20:00:00-08:00,1491,4770,13634,2191,87,806,5,805,8.791068597915993,0.024446790260958102
2019-02-08 19:00:00-08:00,1514,5303,14226,2191,90,805,5,739,9.531451930959047,0.0373946550725459
2019-02-08 18:00:00-08:00,1544,5399,14081,2192,91,773,351,746,10.342344940828927,0.0373946550725459
2019-02-08 17:00:00-08:00,1560,4916,12773,2193,91,719,588,657,11.767735282099958,0.0373946550725459
2019-02-08 16:00:00-08:00,1595,3778,9282,2193,91,700,5119,616,12.667079108792038,0.0373946550725459
2019-02-08 15:00:00-08:00,1614,3091,7899,2197,90,699,7885,604,13.126718981186567,0.0373946550725459
2019-02-08 14:00:00-08:00,1601,2451,7370,2197,91,698,9087,518,13.513088189388036,0.0373946550725459
2019-02-08 13:00:00-08:00,1569,2104,7578,2198,90,705,9768,354,13.389568749420905,0.024446790260958102
2019-02-08 12:00:00-08:00,1628,1913,7530,2198,70,705,9828,266,13.064861164336456,0.0373946550725459
2019-02-08 11:00:00-08:00,1648,1899,7723,2197,87,715,9968,164,12.017395889114198,0.0373946550725459
2019-02-08 10:00:00-08:00,1555,2123,7855,2198,90,751,9895,166,10.349726683448214,0.03890613506479673
2019-02-08 09:00:00-08:00,1577,2572,9110,2198,90,798,9237,114,8.151364094338712,0.0373946550725459
2019-02-08 08:00:00-08:00,1572,3467,11724,2197,90,795,5514,98,5.392422575102723,0.0373946550725459
2019-02-08 07:00:00-08:00,1575,4415,15063,2196,90,807,627,76,3.5631899615542264,0.0582798053129731
2019-02-08 06:00:00-08:00,1574,3731,14656,2198,90,753,5,50,3.7771743291587554,0.045331940501385296
2019-02-08 05:00:00-08:00,1567,2903,12732,2196,90,734,5,46,3.895905680463077,0.045331940501385296
2019-02-08 04:00:00-08:00,1565,2719,11357,2196,90,730,5,85,4.445733530837038,0.0582798053129731
2019-02-08 03:00:00-08:00,1568,2606,11270,2196,86,706,5,91,4.619913070848411,0.045331940501385296
2019-02-08 02:00:00-08:00,1559,2655,11211,2198,90,707,5,105,5.220781549141584,0.0582798053129731
2019-02-08 01:00:00-08:00,1561,3195,11021,2197,90,728,5,158,5.640572665625535,0.0582798053129731
2019-02-08 00:00:00-08:00,1630,3341,11325,2198,89,710,5,196,5.874000824949802,0.0582798053129731
2019-02-07 23:00:00-08:00,1625,3820,13293,2198,89,714,5,244,6.54450985529654,0.0582798053129731
2019-02-07 22:00:00-08:00,1635,4684,13498,2199,90,755,5,276,7.01499582336735,0.0582798053129731
2019-02-07 21:00:00-08:00,1627,4915,15307,2198,90,738,5,256,7.672912306279477,0.0582798053129731
2019-02-07 20:00:00-08:00,1632,5278,15903,2198,90,746,5,233,8.49531586757221,0.0582798053129731
2019-02-07 19:00:00-08:00,1629,5391,16384,2197,82,756,5,254,9.314092003847453,0.0373946550725459
2019-02-07 18:00:00-08:00,1621,5461,16063,2199,53,770,549,316,10.388221143275318,0.03890613506479673
2019-02-07 17:00:00-08:00,1621,4834,13342,2196,50,729,808,282,12.11234105784629,0.0373946550725459
2019-02-07 16:00:00-08:00,1608,2924,10125,2194,50,704,6163,260,13.242206117854872,0.0373946550725459
2019-02-07 15:00:00-08:00,1611,2226,8461,2196,50,716,8826,321,13.51410300330306,0.024446790260958102
2019-02-07 14:00:00-08:00,1530,1513,8552,2198,47,724,9684,338,13.224412210330767,0.0373946550725459
2019-02-07 13:00:00-08:00,1497,1751,8202,2197,46,756,10025,396,12.934714803807863,0.0373946550725459
2019-02-07 12:00:00-08:00,1599,1723,8236,2197,46,762,9851,463,12.219562136604852,0.0373946550725459
2019-02-07 11:00:00-08:00,1631,1738,8699,2198,46,715,9636,579,11.308747014798477,0.0373946550725459
2019-02-07 10:00:00-08:00,1635,2264,8283,2199,46,722,10149,479,9.53670733509129,0.024446790260958102
2019-02-07 09:00:00-08:00,1622,3181,10147,2197,46,762,9224,426,7.124850809716086,0.0373946550725459
2019-02-07 08:00:00-08:00,1608,3966,13452,2198,47,755,5428,391,4.291313437911615,0.0373946550725459
2019-02-07 07:00:00-08:00,1624,4951,16050,2197,46,793,580,379,2.2539329870965394,0.0582798053129731
2019-02-07 06:00:00-08:00,1618,4668,14696,2197,46,745,4,374,2.2430177338265733,0.0582798053129731
